epoch,train_loss,val_loss
1,39.19503913292518,35.43357594807943
2,34.23438491821289,31.695465087890625
3,29.488593321580154,27.331283781263565
4,25.017082419762243,22.566921022203232
5,20.939312098576472,19.379311243693035
6,17.244153301532453,15.740027639600966
7,14.129211865938627,13.518688413831923
8,11.571839083158054,10.17198403676351
9,9.509830379486084,9.149939060211182
10,7.917853590158316,7.32845491833157
11,6.833808656839224,6.8218255043029785
12,6.04628115433913,6.1133766969045
13,5.464490600732657,5.712483220630222
14,5.126053916490995,5.390412357118395
15,4.853543993142935,5.32001190715366
16,4.644954479657686,5.333474397659302
17,4.583473653059739,5.132561710145739
18,4.3882104983696575,4.8359805477990045
19,4.220140989010151,4.838875982496473
20,4.190106050784771,4.745775328742133
21,4.145426900570209,4.666280190149943
22,3.998460648610042,4.643679327434963
23,3.960466615970318,4.533214383655125
24,3.794598278632531,4.525884019003974
25,3.8066517206338735,4.334201786253187
26,3.6409222529484677,4.343353774812487
27,3.570938458809486,4.296632687250773
28,3.5163437109727127,4.225301636589898
29,3.3350941639680127,4.21004335085551
30,3.2624920331514797,4.258303933673435
31,3.2771837087777946,4.179770098792182
32,3.1569069899045505,4.074436187744141
33,3.046885296014639,3.9737615055508084
34,2.9950222382178673,4.019587728712294
35,2.9149480177805973,3.9580856429206
36,2.853808243458088,3.7189923922220864
37,2.759065635387714,3.7846147219340005
38,2.717384281525245,3.7432563834720187
39,2.6664127441552967,3.813526497946845
40,2.568591990837684,3.696522447797987
41,2.5099545900638285,3.5715356402926974
42,2.441621974798349,3.538955185148451
43,2.4047392661754903,3.413643969429864
44,2.337399020561805,3.392699771457248
45,2.2413281697493335,3.3006021711561413
46,2.1638099138553324,3.2829913828108044
47,1.9986058767025288,3.20184153980679
48,1.7816679110893836,3.007351769341363
49,1.4583206094228305,2.6091403696272106
50,1.1595187159684988,2.4581312338511148
51,0.9626305470099816,2.3590601550208197
52,0.8533404891307538,2.3526134490966797
53,0.7692984617673434,2.5245536698235407
54,0.7110947320094475,2.578983704249064
55,0.6525756588348975,2.5971989366743298
56,0.6279839772444505,2.5707261827256946
57,0.5873922040829291,2.555536402596368
58,0.5550325134625802,2.354198376337687
59,0.5168773701557746,2.385796387990316
60,0.5252722309185909,2.3173525068495007
61,0.488885746552394,2.4655184745788574
62,0.48536390432944665,2.25527920987871
63,0.4948294437848605,2.2391604714923434
64,0.4403921686686002,2.3298035992516413
65,0.4494200147115267,2.292593346701728
66,0.4519513923388261,2.2691433164808483
67,0.4249651821760031,2.2297750976350574
68,0.41728557829673474,2.2502766847610474
69,0.4206823990895198,2.2468921608395047
70,0.3944519022336373,2.2490164836247764
71,0.35506459291164694,2.2933567232555814
72,0.386763475720699,2.2951042122311063
73,0.37058186324743125,2.34276643064287
74,0.3650344321360955,2.330466707547506
75,0.35520421541654146,2.349294556511773
76,0.3453221944662241,2.340249631139967
77,0.32979614849273975,2.375052558051215
78,0.33452231746453504,2.358376661936442
79,0.3298648102925374,2.4382812314563327
80,0.32523449384249176,2.3757365942001343
81,0.32117497531267314,2.4370583825641208
82,0.31902124492021705,2.3874412642584906
83,0.301941570181113,2.4061152007844715
84,0.3039066970348358,2.3727181487613254
85,0.3079504164365622,2.3956801096598306
86,0.29371020874151815,2.4302770826551647
87,0.2889255704788061,2.4308263725704617
88,0.2866266318238698,2.467083864741855
89,0.2754270775960042,2.470478071106805
90,0.2778428732202603,2.461873663796319
91,0.2657364308834076,2.441691835721334
92,0.28490249755290836,2.4651332563824124
93,0.247049125455893,2.486927522553338
94,0.2626108166690056,2.484820352660285
95,0.2462793320417404,2.516344110171
96,0.2416423662350728,2.475966970125834
97,0.23743777596033536,2.5242201222313776
98,0.2302365135688048,2.5350674390792847
99,0.22080699767057713,2.4997569719950357
100,0.22448624154696098,2.5150993267695108
101,0.2363636789413599,2.5221572319666543
102,0.2244468080309721,2.542179094420539
103,0.21720176889346196,2.578249110115899
104,0.2236660190499746,2.560904714796278
105,0.21809870658012537,2.533027768135071
106,0.19218329878953788,2.5593092574013605
107,0.2028833372088579,2.563035911983914
108,0.19838444349857476,2.5646890799204507
109,0.19150706128432202,2.5612354940838284
110,0.21255966149843655,2.5864684051937528
111,0.19831565670095957,2.5912627379099527
112,0.18814364362221497,2.603139638900757
113,0.1926106618000911,2.5775707297854953
114,0.2132626603429134,2.576176577144199
115,0.17620602427766874,2.614497118526035
116,0.2073886986535329,2.619960996839735
117,0.1785352779695621,2.6020077334509955
118,0.1780819207429886,2.6105006535847983
119,0.19062716032450017,2.617809918191698
120,0.19658606121173272,2.620625204510159
121,0.1829357038323696,2.6095494429270425
122,0.15212174241359416,2.611652069621616
123,0.1805642280441064,2.638681107097202
124,0.16850459352135658,2.631613400247362
125,0.1646953512269717,2.6406351592805652
126,0.18033221776668842,2.607195364104377
127,0.17590899157982606,2.6526519854863486
128,0.18568907890182276,2.6282837125990124
129,0.1710811313528281,2.6238036221928067
130,0.18867792366788938,2.6292505661646524
131,0.17114850563498643,2.670771757761637
132,0.1732182928575919,2.668081694179111
133,0.17007417696026655,2.6740258600976734
134,0.13874406934930728,2.658638616402944
135,0.1786945959696403,2.6596387757195368
136,0.16202679436940412,2.6621329916848078
137,0.1506633419256944,2.6618483199013605
138,0.1390615800825449,2.6627463499704995
139,0.1564079633412453,2.6802703142166138
140,0.18974534513858649,2.664024962319268
141,0.16335311245459777,2.6720922390619912
142,0.14818760291315042,2.69164996014701
143,0.14191378973997557,2.661487009790209
144,0.17672247697527593,2.6826495461993747
145,0.16950312847128282,2.712239364782969
146,0.15594748728550398,2.726513829496172
147,0.15339654434758884,2.731272564993964
148,0.1700313766988424,2.6892286671532526
149,0.14653573907338657,2.7122853994369507
150,0.13482923736939065,2.7147366404533386
151,0.13107974672546754,2.6940168804592557
152,0.13351350862246295,2.722771452532874
153,0.16634514566797476,2.6746343506707086
154,0.1505889145227579,2.749594529469808
155,0.147815391765191,2.7119632959365845
156,0.12013453382712144,2.729936500390371
157,0.13188289186129204,2.734173470073276
158,0.14118078912679966,2.722682489289178
159,0.1233916333088508,2.738511323928833
160,0.13576067135884212,2.763043887085385
161,0.16043371982299365,2.7148497899373374
162,0.14169714711606501,2.7598756882879467
163,0.14069299508745853,2.758087224430508
164,0.14305982621243366,2.801216615570916
165,0.12276016502426221,2.7231551541222467
166,0.1474099668745811,2.7864763604270086
167,0.13079517414936653,2.7899900873502097
168,0.11559774761016552,2.7544053660498724
169,0.1406659119977401,2.7766625814967685
170,0.15243554866084685,2.8168788221147327
171,0.13914431545596856,2.787667234738668
172,0.12622636837454942,2.7604633569717407
173,0.12305518749814767,2.756700979338752
174,0.13151897862553596,2.7690023448732166
175,0.14018659193355304,2.7416801187727184
176,0.15068690152122424,2.820964084731208
177,0.1260580943754086,2.747843106587728
178,0.13856149229865808,2.7770819664001465
179,0.12616007883961383,2.8005064527193704
180,0.13416669256985186,2.805689891179403
181,0.12081766985356808,2.7649380366007485
182,0.13803687708882184,2.7762486007478504
183,0.13922034112306741,2.7956910729408264
184,0.12823772797217736,2.821909381283654
185,0.13555787472197642,2.768075015809801
186,0.10602820174625287,2.8018590211868286
187,0.1320220034569502,2.7765180601014032
188,0.14111320158609977,2.8220645719104342
189,0.11761201359331608,2.7961172660191855
190,0.13269614995672152,2.8244510094324746
191,0.1192561610100361,2.7942610846625433
192,0.127334921549146,2.774833639462789
193,0.12416426659776614,2.815172963672214
194,0.11897476086249718,2.835816787348853
195,0.11839586588052603,2.81264321009318
196,0.1497487100557639,2.831990679105123
197,0.12183710872553861,2.786494904094272
198,0.12797148491327578,2.811089793841044
199,0.1306562328281311,2.8522870673073664
200,0.14611617788099326,2.803019563357035
201,0.12637234791540183,2.8067588011423745
202,0.1193614501792651,2.8314357664850025
203,0.10509832157538487,2.822838438881768
204,0.12133277585873237,2.7975535922580295
205,0.13204874513814083,2.823554767502679
206,0.13980933485122826,2.865269707308875
207,0.12581991289670652,2.8202986452314587
208,0.10812442153692245,2.797106226285299
209,0.1276273403603297,2.8718631996048822
210,0.1298096395169313,2.8237088720003762
211,0.11862217474442262,2.879089593887329
212,0.11185396368113848,2.8130146066347756
213,0.13794705841976862,2.8280668589803906
214,0.12157431345146436,2.9004295004738703
215,0.11489017276236645,2.8107554382748074
216,0.1157006775530485,2.7900082402759128
217,0.1116484922858385,2.818267113632626
218,0.12044111559024225,2.820955236752828
219,0.12972465876776437,2.8592997325791254
220,0.117086609137746,2.8252329760127597
221,0.10823799314407202,2.8682377205954657
222,0.12639568362098474,2.848872277471754
223,0.10900938210005943,2.8453180392583213
224,0.10484664537585699,2.8362889289855957
225,0.10977160091010424,2.8293935789002314
226,0.11144879997636263,2.8988117774327598
227,0.12808537288353994,2.7997672028011746
228,0.11309657022356986,2.882257435056898
229,0.11782796804148417,2.848331206374698
230,0.10436415950266215,2.8246972031063504
231,0.11646066279365466,2.8649997976091175
232,0.12495734453774415,2.8030210865868463
233,0.1122139455893865,2.839113268587324
234,0.1260971592882505,2.879775537384881
235,0.12319519717532855,2.833132717344496
236,0.11473835812738309,2.913816339439816
237,0.12393866035227592,2.8457600937949286
238,0.13201516021329623,2.8705448508262634
239,0.1134517590300395,2.8544789685143366
240,0.12430048673771894,2.861563225587209
241,0.12124745381566195,2.8494193885061474
242,0.11217124135448382,2.8616792493396335
243,0.12325970791280269,2.9068400263786316
244,0.13578377689879675,2.8678830597135754
245,0.11386816025926516,2.8671899371676974
246,0.1253561060015972,2.8407895697487726
247,0.11394922406627582,2.873490115006765
248,0.10108023965014862,2.8778845932748585
249,0.10020819787795728,2.860560589366489
250,0.10640895415384036,2.873395197921329
251,0.13095909683750226,2.881104098425971
252,0.11075609813515956,2.867419872019026
253,0.105553046012154,2.8585894174045987
254,0.1081298160724915,2.826512383090125
255,0.09560654768003868,2.902269800504049
256,0.10215466724565396,2.85091769695282
257,0.10391444695683626,2.857106712129381
258,0.11477937639619296,2.864026380909814
259,0.12367542778643278,2.9109219710032144
260,0.11417264502782087,2.872649894820319
261,0.11129089828867178,2.934081984890832
262,0.12946773598400446,2.850743134816488
263,0.12309043229772494,2.8740369743771024
264,0.10843454696811163,2.871067894829644
265,0.10500598122867254,2.873919897609287
266,0.11331894414929243,2.875759548611111
267,0.11661111672337239,2.842529899544186
268,0.11196569800376892,2.877170523007711
269,0.12206289453002123,2.9221346378326416
270,0.1265359321465859,2.869490318828159
271,0.12189911174086424,2.8886097272237143
272,0.09978982463765602,2.907777031262716
273,0.11657154127382315,2.8807160125838385
274,0.14407809087290213,2.8398569557401867
275,0.12046807620387812,2.8898339006635876
276,0.09890003851973093,2.869325107998318
277,0.12128114809210484,2.951708104875353
278,0.10776760529440182,2.860080983903673
279,0.11192917875372446,2.880158927705553
280,0.12809161936434416,2.8951500124401517
281,0.1205505877160109,2.869356393814087
282,0.11558290854669534,2.8963614768452115
283,0.12246732846475565,2.883848693635729
284,0.11685475836006495,2.8905150360531278
285,0.10969560600530642,2.8563650250434875
286,0.118994934627643,2.8500055074691772
287,0.11892707697474039,2.892122460736169
288,0.10245590745829619,2.9341747893227472
289,0.13479566516784522,2.9581052793396845
290,0.10026890125412208,2.9639287855890064
291,0.13388176778188118,2.952563338809543
292,0.11711747205028167,2.880680408742693
293,0.10383745090892682,2.8437077866660223
294,0.11450769144755144,2.942051589488983
295,0.11058437067728777,2.8721739451090493
296,0.10978857263063009,2.8822332753075495
297,0.11320445795471852,2.8575752642419605
298,0.10748721578946481,2.9230877823299832
299,0.12599029669967982,2.9235853155454
300,0.11915463879704476,2.8869745466444225
301,0.11277397664693686,2.868576063050164
302,0.1100428362018787,2.921707491079966
303,0.10962098209330669,2.9401791294415793
304,0.11342936960550455,2.870157731903924
305,0.10029819613465896,2.878952874077691
306,0.11934107335714193,2.8734167284435697
307,0.09411315132792179,2.905757380856408
308,0.11691304402282605,2.885346326563093
309,0.11141748047218873,2.87030201488071
310,0.1086638847222695,2.891887651549445
311,0.10707802382799295,2.8909496002727084
312,0.1255530657963111,2.8584533400005765
313,0.13153921878681732,2.9237051804860434
314,0.1225300207734108,2.948977483643426
315,0.10657744353207257,2.884108795060052
316,0.10198626420818842,2.9423123465643988
317,0.11022590671021204,2.932342959774865
318,0.11520026449400644,2.8911933832698398
319,0.10599857938404267,2.8961865173445807
320,0.10867404900491237,2.916652388042874
321,0.0998648221962727,2.8916434711880155
322,0.11122707521113065,2.9290467500686646
